11,1,1065,333,1078,345
12,1,1047,362,1057,372
13,2,1026,395,1040,409,1127,542,1139,553
14,2,1109,553,1120,566,1008,414,1018,424
15,2,990,414,1003,426,1091,556,1103,566
16,2,973,423,985,433,1076,563,1087,573
17,2,957,445,969,456,1056,587,1067,597
18,2,936,482,948,493,1031,624,1042,636
19,2,929,492,939,503,1022,635,1033,647
20,2,921,501,931,511,1012,644,1022,655
21,2,913,508,923,518,1003,652,1013,662
22,2,904,513,915,524,993,656,1003,668
23,2,895,515,906,526,982,661,993,671
24,2,887,517,898,530,971,664,981,676
25,2,878,521,890,533,962,667,973,681
26,2,869,527,881,540,952,675,963,687
27,2,862,536,873,546,943,684,953,695
28,2,855,543,866,554,934,691,945,704
29,2,848,550,859,562,927,700,937,712
30,2,842,560,853,572,919,710,930,722
31,2,836,568,847,580,913,718,923,731
32,2,832,577,842,588,906,727,916,740
33,2,827,585,837,596,901,735,911,747
34,2,822,590,833,600,895,742,905,754
35,2,819,596,829,606,889,748,899,761
36,2,814,600,825,610,883,751,893,764
37,2,810,601,821,612,879,756,890,768
38,2,807,605,817,615,873,758,883,770
39,2,803,605,814,618,868,759,878,771
40,2,799,608,811,620,864,763,875,774
41,2,797,609,807,620,861,763,871,773
42,2,794,612,804,623,857,765,867,775
43,2,790,614,800,625,852,769,862,779
44,2,787,616,797,627,847,771,857,781
45,2,782,618,792,629,840,773,850,783
46,2,777,620,787,631,834,777,844,787
47,2,773,622,783,633,826,780,836,790
48,2,767,626,777,637,818,784,829,795
49,2,761,629,771,640,809,788,820,799
50,2,754,631,764,641,800,790,811,801
51,2,747,632,757,642,791,792,802,803
52,2,781,796,794,806,744,635,754,645
53,2,772,799,785,809,739,636,749,646
54,2,764,802,777,812,733,638,743,648
55,2,757,804,770,814,729,641,739,651
56,2,751,804,764,814,724,642,736,653
57,2,746,804,759,814,721,641,731,652
58,2,742,802,755,812,721,640,731,650
59,2,739,801,752,811,719,638,729,648
60,2,736,799,749,809,717,636,727,646
61,2,733,797,746,807,715,633,725,643
62,2,733,796,743,807,715,632,725,642
63,2,731,795,741,806,713,630,723,640
64,2,730,794,740,805,714,630,724,640
65,2,729,792,739,803,713,628,723,638
66,2,728,791,738,802,713,624,724,637
67,2,726,791,736,802,713,626,723,637
68,2,722,791,732,802,713,627,723,637
69,2,720,792,730,804,711,627,723,637
70,2,717,793,728,805,711,627,721,637
71,2,716,794,727,806,711,629,721,639
72,2,715,796,726,808,711,630,721,641
73,2,714,798,725,810,712,633,722,643
74,2,714,800,724,811,712,633,722,644
75,2,714,801,724,812,714,634,724,644
76,2,714,801,724,812,715,635,725,645
77,2,714,801,724,812,715,635,725,645
78,2,715,801,725,812,715,634,727,644
79,2,715,801,726,813,717,634,729,644
80,2,715,800,725,811,717,634,728,644
81,2,715,801,725,812,719,633,729,645
82,2,715,801,725,812,720,632,730,645
83,2,715,801,725,812,719,632,729,645
84,2,715,801,725,812,720,632,730,645
85,2,715,801,725,812,719,632,730,645
86,2,714,800,724,811,720,632,730,644
87,2,713,800,723,811,719,629,730,643
88,2,712,798,722,808,718,628,728,641
89,2,709,794,719,804,716,625,726,637
90,2,703,790,713,801,714,620,724,633
91,2,700,788,710,798,711,618,722,630
92,2,694,784,704,795,709,616,719,628
93,2,689,784,699,796,706,615,716,627
94,2,686,785,696,795,704,615,714,628
95,2,682,786,692,797,701,614,711,628
96,2,678,787,688,797,697,616,707,628
97,2,674,788,684,799,694,618,704,630
98,2,671,789,681,799,691,618,702,631
99,2,667,787,677,798,687,618,697,630
100,2,662,787,672,797,684,616,694,629
101,2,657,786,668,798,680,616,690,629
102,2,653,786,663,796,676,615,686,628
103,2,647,786,657,796,672,616,682,628
104,2,642,787,653,797,669,616,679,628
105,2,642,789,652,799,668,618,678,630
106,2,645,791,655,801,669,621,679,632
107,1,672,621,682,634
108,1,676,622,686,635
109,1,681,623,691,636
110,1,687,621,697,634
111,1,694,617,704,630
112,2,700,613,710,626,687,787,697,798
113,2,706,611,716,624,693,785,703,795
114,2,711,611,721,624,697,786,710,798
115,2,716,614,726,627,700,789,713,801
116,2,719,620,729,633,701,795,714,807
117,2,723,627,733,641,702,802,716,815
118,2,726,633,736,646,703,808,717,821
119,2,728,639,738,652,702,814,716,827
120,2,728,643,738,656,700,818,714,831
121,2,728,646,738,659,697,820,709,832
122,2,727,647,737,661,692,820,706,833
123,2,724,645,734,659,687,817,701,830
124,2,721,642,732,656,682,814,696,827
125,2,719,639,729,653,678,810,692,823
126,2,716,637,727,651,674,810,688,823
127,2,714,637,725,651,672,810,684,822
128,2,712,639,722,653,668,811,682,824
129,2,709,640,720,654,664,812,678,825
130,2,706,642,717,656,661,814,675,827
131,2,704,643,715,657,659,816,673,829
132,2,702,645,713,659,657,818,671,831
133,2,701,648,712,662,656,821,670,834
134,2,701,651,711,665,654,824,668,837
135,2,700,654,710,668,652,827,667,841
136,2,698,657,708,671,650,830,664,843
137,2,696,659,707,673,646,832,660,845
138,2,694,661,704,675,643,833,657,846
139,2,692,662,703,676,640,835,654,848
140,2,691,663,702,677,637,835,651,848
141,2,690,664,700,678,637,837,648,849
142,2,690,666,701,680,636,838,647,850
143,2,690,667,700,681,634,839,646,851
144,2,692,667,702,681,634,839,646,851
145,2,694,667,704,681,636,840,648,852
146,2,696,668,707,682,639,840,650,852
147,2,700,668,710,682,641,841,653,853
148,2,703,667,714,681,644,840,656,852
149,2,708,667,719,681,648,841,660,853
150,2,714,668,725,682,654,841,666,853
151,2,720,667,731,681,662,840,673,853
152,2,727,669,737,683,667,842,679,855
153,2,734,672,744,685,673,847,685,859
154,2,740,677,750,691,679,852,690,864
155,2,745,683,755,696,680,858,692,870
156,2,749,690,759,704,681,863,692,876
157,2,751,697,761,711,678,868,689,881
158,2,752,700,763,714,673,870,684,882
159,2,753,702,764,716,668,869,679,881
160,2,753,704,764,718,664,869,675,881
161,2,754,705,765,719,662,869,673,881
162,2,756,708,767,722,661,871,673,883
163,2,758,711,769,725,661,873,673,886
164,2,761,715,772,729,662,877,673,889
165,2,764,719,775,733,664,879,675,892
166,2,767,723,778,737,667,885,678,896
167,2,771,727,782,741,669,889,681,900
168,2,775,729,786,743,671,890,686,903
169,2,779,731,790,745,675,892,690,905
170,2,783,733,794,747,679,895,693,908
171,2,789,735,800,749,685,898,700,911
172,2,794,737,805,751,689,900,703,913
173,2,799,738,810,752,694,901,709,914
174,2,803,738,814,752,699,902,712,916
175,2,808,738,819,752,703,902,716,915
176,2,813,738,824,752,710,903,722,915
177,2,819,739,830,753,713,904,728,918
178,2,824,741,835,755,721,908,732,920
179,2,829,744,840,758,725,911,738,923
180,2,835,747,846,761,729,913,743,926
181,2,841,749,852,764,734,916,748,929
182,2,846,752,857,766,740,921,754,933
183,2,851,753,862,767,744,924,756,936
184,2,856,755,867,770,747,926,759,936
185,2,861,757,872,771,750,925,764,938
186,2,865,759,876,774,753,927,767,940
187,2,870,761,881,776,758,930,771,943
188,2,874,765,885,779,761,935,772,946
189,2,877,772,888,786,761,940,773,952
190,2,880,781,891,796,758,949,772,960
191,1,882,790,893,805
192,1,884,799,895,814
193,1,886,807,897,822
194,1,888,815,899,830
195,1,889,819,900,834
196,1,891,819,902,834
197,1,894,819,905,834
198,1,899,818,910,833
199,1,906,819,917,834
200,1,913,821,924,836
201,1,922,825,933,841
202,1,931,832,942,847
203,1,940,840,951,855
204,1,950,847,961,862
205,1,961,853,972,869
206,1,971,859,983,875
207,1,982,865,994,881
208,1,992,870,1003,886
209,1,1004,874,1015,890
210,1,1014,879,1025,894
211,1,1024,883,1035,898
212,1,1033,887,1045,903
213,1,1042,893,1054,909
214,1,1051,900,1063,916
215,1,1059,907,1071,923
216,1,1067,915,1079,931
217,1,1074,923,1086,939
218,1,1082,931,1094,947
219,1,1089,940,1101,956
220,1,1096,950,1107,965
1333,1,1205,405,1216,418
1334,1,1207,409,1218,422
1335,1,1208,413,1219,426
1336,1,1211,416,1222,429
1337,1,1213,419,1224,432
1338,1,1215,425,1227,439
1339,1,1216,434,1227,447
1340,1,1216,446,1228,458
1341,1,1216,463,1230,473
1342,1,1216,474,1227,487
1343,1,1214,491,1227,501
1344,1,1211,502,1223,512
1345,1,1206,512,1219,522
1346,1,1200,519,1213,529
1347,1,1194,525,1207,535
1348,1,1187,529,1201,539
1349,1,1180,531,1193,541
1350,1,1172,532,1185,542
1351,1,1164,534,1177,544
1352,1,1157,537,1170,547
1353,1,1149,540,1159,550
1354,1,1141,542,1152,552
1355,1,1131,542,1144,552
1356,1,1124,545,1137,555
1357,1,1117,548,1130,558
1358,1,1110,550,1122,560
1359,1,1103,552,1115,562
1360,1,1096,553,1108,564
1361,1,1092,555,1104,565
1362,1,1087,557,1099,567
1363,1,1082,559,1094,569
1364,1,1078,559,1088,569
1365,1,1074,559,1086,569
1366,1,1070,559,1082,569
1367,1,1067,559,1079,569
1368,1,1064,561,1074,571
1369,1,1060,564,1071,574
1370,1,1057,567,1069,577
1371,1,1056,570,1067,580
1372,1,1053,573,1065,583
1373,1,1051,576,1063,586
1374,1,1051,580,1062,590
1375,1,1050,583,1061,593
1376,1,1048,585,1060,595
1377,1,1047,585,1059,595
1378,1,1047,585,1059,595
1379,1,1047,582,1059,592
1380,1,1048,579,1059,589
1381,1,1048,574,1058,584
1382,1,1048,569,1058,579
1383,1,1047,565,1058,575
1384,1,1045,563,1058,573
1385,1,1044,563,1055,573
1386,1,1042,566,1054,576
1387,1,1039,569,1052,579
1388,1,1038,573,1048,583
1389,1,1033,574,1044,584
1390,1,1028,575,1039,585
1391,1,1022,577,1034,587
1392,1,1017,579,1029,589
1393,1,1010,580,1022,590
1394,1,1001,581,1016,591
1395,1,995,579,1009,589
1396,1,991,574,1002,584
1397,1,984,570,996,580
1398,1,977,565,991,575
1399,1,973,564,985,574
1400,1,968,566,980,576
1401,1,963,571,975,581
1402,1,957,577,970,587
1403,1,952,584,965,594
1404,1,947,591,959,601
1405,1,943,596,956,606
1406,1,937,599,952,609
1407,1,934,602,947,612
1408,1,929,603,942,613
1409,1,924,605,936,615
1410,1,918,607,932,617
1411,1,911,611,926,621
1412,1,905,617,920,627
1413,1,902,625,913,635
1414,1,898,633,908,643
1415,1,891,643,904,653
1416,1,886,650,898,660
1417,1,882,656,895,666
1418,1,879,659,892,669
1419,1,878,662,890,672
1420,1,875,664,887,674
1421,1,873,666,886,676
1422,1,874,667,886,677
1423,1,872,669,886,679
1424,1,872,670,885,680
1425,1,873,671,885,681
1426,1,871,673,885,683
1427,1,872,676,886,686
1428,1,872,679,885,689
1429,1,872,683,884,693
1430,1,869,687,883,697
1431,1,867,690,882,700
1432,1,868,692,880,702
1433,1,865,692,878,702
1434,1,864,692,876,702
1435,1,861,691,875,701
1436,1,862,690,874,700
1437,1,860,689,872,699
1438,1,858,688,872,699
1439,1,857,688,870,698
1440,1,856,688,868,698
1441,1,853,688,866,698
1442,1,852,688,865,698
