0,1,1251,227,1264,241
1,1,1238,232,1252,247
2,1,1227,237,1240,249
3,1,1220,244,1230,256
4,1,1211,259,1222,272
5,1,1196,272,1209,287
6,1,1178,276,1191,291
7,1,1162,280,1174,293
8,1,1142,281,1156,293
9,1,1125,287,1139,299
10,1,1111,300,1125,312
11,1,1100,310,1115,326
12,1,1097,315,1112,331
13,1,1094,322,1109,338
14,1,1092,329,1107,345
15,1,1090,338,1105,354
16,2,1087,346,1102,362,1220,431,1232,446
17,2,1085,354,1100,370,1217,440,1229,455
18,2,1082,360,1097,376,1214,447,1227,460
19,2,1080,364,1095,380,1211,453,1223,465
20,2,1077,369,1092,385,1210,457,1220,468
21,2,1075,372,1090,388,1207,461,1217,472
22,2,1073,376,1088,392,1204,465,1217,477
23,2,1070,380,1085,396,1203,468,1215,479
24,2,1069,384,1083,397,1200,470,1213,483
25,2,1067,387,1081,402,1198,473,1211,486
26,2,1065,390,1080,406,1197,478,1211,492
27,2,1065,394,1081,411,1196,483,1209,496
28,2,1064,399,1079,415,1195,489,1209,503
29,2,1064,402,1080,419,1195,494,1209,508
30,2,1064,405,1079,421,1195,498,1208,511
31,2,1065,408,1078,423,1194,501,1207,514
32,3,1064,409,1077,424,1193,502,1206,515,1251,869,1262,880
33,3,1063,409,1076,424,1192,502,1205,515,1245,875,1256,886
34,3,1062,409,1075,424,1192,504,1205,517,1239,881,1252,892
35,3,1061,411,1074,426,1191,506,1204,519,1233,889,1246,900
36,3,1060,414,1073,429,1190,510,1203,523,1227,898,1240,909
37,3,1059,418,1071,432,1188,515,1201,528,1220,908,1233,919
38,3,1058,422,1071,437,1187,520,1200,533,1212,919,1225,930
39,3,1056,426,1069,441,1185,525,1198,538,1202,927,1216,941
40,3,1054,429,1067,445,1183,529,1196,542,1194,937,1207,950
41,3,1052,431,1068,448,1179,533,1192,546,1183,945,1196,959
42,2,1049,433,1065,450,1177,536,1190,549
43,2,1047,435,1063,452,1173,539,1186,552
44,2,1044,437,1060,454,1171,541,1184,554
45,2,1042,438,1057,454,1168,542,1181,555
46,2,1039,438,1055,455,1168,542,1181,555
47,2,1036,438,1051,454,1164,542,1178,556
48,2,1033,438,1049,455,1162,540,1176,554
49,2,1030,438,1046,455,1160,540,1173,553
50,2,1027,437,1043,454,1157,538,1170,551
51,2,1023,437,1039,454,1155,537,1168,550
52,2,1021,438,1036,453,1153,535,1166,548
53,2,1016,437,1033,452,1151,532,1164,545
54,2,1012,437,1029,452,1149,530,1162,543
55,2,1009,437,1026,452,1147,529,1160,542
56,2,1006,439,1023,454,1145,530,1158,543
57,2,1002,443,1019,458,1142,532,1157,547
58,2,1001,447,1015,463,1140,536,1155,550
59,2,998,452,1012,467,1138,540,1152,554
60,2,993,457,1009,474,1136,546,1149,559
61,2,990,463,1006,480,1133,550,1147,564
