0,1,737,74,752,89
1,1,737,78,752,93
2,1,737,80,752,95
3,1,735,83,752,100
4,1,732,83,752,103
5,1,731,87,751,107
6,1,725,93,748,112
7,1,725,91,748,110
8,1,721,93,744,112
9,1,721,94,743,112
10,1,718,90,740,108
11,1,717,89,741,108
12,1,714,86,737,105
13,1,714,82,738,102
14,1,711,81,735,101
15,1,711,75,734,94
16,1,707,72,732,89
17,1,707,70,731,87
18,1,705,65,730,82
19,1,705,62,729,79
20,1,705,62,729,79
21,1,702,53,727,72
22,1,701,52,726,71
23,1,700,48,725,67
24,1,700,43,725,62
25,1,700,43,725,62
26,1,695,37,725,60
27,1,697,32,725,49
28,1,697,29,725,46
29,1,697,26,725,43
30,1,697,22,725,39
31,1,696,20,724,37
32,1,697,15,727,33
33,1,697,11,727,29
34,1,699,7,728,25
35,1,700,7,726,23
36,1,700,3,729,20
37,1,702,0,729,17
38,1,703,0,730,17
39,1,703,-4,731,13
40,1,703,-4,731,13
41,1,706,-6,732,10
42,1,708,-8,733,7
43,1,708,-7,733,8
44,1,709,-7,734,8
45,1,709,-7,734,8
46,1,712,-6,735,8
47,1,713,-8,737,7
48,1,713,-8,737,7
53,1,305,254,329,268
54,1,305,253,330,268
55,1,308,255,332,269
56,1,305,252,331,267
57,1,308,254,331,268
58,1,309,254,332,268
59,1,309,249,332,263
60,1,310,251,333,265
61,1,310,251,334,266
62,1,309,248,332,262
63,1,314,248,339,264
64,1,316,247,340,262
65,1,316,242,335,259
66,1,318,240,341,258
67,1,318,236,340,253
68,1,319,234,339,251
69,1,320,232,338,250
70,1,322,230,343,246
71,1,325,226,346,246
72,1,326,227,347,240
73,1,328,221,347,240
74,1,329,219,351,236
75,1,331,216,352,232
76,1,334,211,355,232
77,1,335,209,356,224
78,1,337,206,361,222
79,1,335,200,358,217
80,1,340,201,361,215
81,1,343,195,364,211
82,1,344,191,366,208
83,1,345,188,368,207
84,1,345,185,370,203
85,1,346,181,371,202
86,1,348,176,374,199
87,1,350,173,376,193
88,1,351,171,377,192
89,1,352,168,378,187
90,1,354,166,380,185
91,1,357,160,383,177
92,1,364,156,380,176
93,1,366,155,383,172
94,1,369,149,385,165
95,1,371,147,388,164
96,1,373,143,390,160
97,1,376,137,393,154
98,1,378,135,395,152
99,1,381,131,398,148
100,1,382,127,401,146
101,1,386,125,403,142
102,1,389,117,406,134
103,1,391,116,409,134
104,1,393,114,409,130
105,1,396,107,412,123
106,1,399,107,415,123
107,1,402,104,418,120
108,1,405,98,422,115
109,1,408,97,425,114
110,1,411,93,428,110
111,1,414,88,432,106
112,1,418,87,436,105
113,1,421,79,439,97
114,1,425,73,443,91
115,1,429,71,447,89
116,1,433,63,451,81
117,1,438,58,455,75
118,1,442,54,459,71
119,1,445,44,463,62
120,1,449,39,467,57
121,1,452,32,471,51
122,1,457,21,475,39
123,1,461,18,479,36
124,1,465,7,483,25
176,1,734,136,752,152
177,1,731,136,752,156
178,1,731,142,751,156
179,1,730,137,747,155
180,1,727,137,746,155
181,1,726,137,744,154
182,1,722,136,741,149
183,1,720,135,738,151
184,1,716,132,737,145
185,1,715,131,733,147
186,1,707,135,731,148
187,1,705,126,730,141
188,1,703,127,728,142
189,1,700,128,725,143
190,1,697,124,722,139
191,1,695,128,719,143
192,1,693,128,717,142
193,1,690,124,714,139
194,1,688,128,712,142
195,1,686,128,710,143
196,1,685,128,709,143
197,1,678,132,706,149
198,1,678,131,706,148
199,1,680,131,705,146
200,1,681,135,705,150
201,1,672,135,698,151
202,1,671,136,698,153
203,1,667,140,698,156
204,1,667,139,698,155
205,1,665,143,695,158
206,1,663,144,696,161
207,1,662,145,693,161
208,1,660,146,694,163
209,1,658,147,694,165
210,1,657,153,687,169
211,1,658,154,683,169
212,1,648,154,680,172
213,1,653,157,680,174
214,1,654,157,680,173
215,1,654,159,680,175
216,1,653,158,676,177
217,1,652,160,674,178
218,1,653,160,678,181
219,1,649,162,671,180
220,1,649,165,673,185
221,1,636,168,654,186
222,1,636,165,661,185
223,1,639,172,665,193
224,1,637,171,665,195
225,1,635,174,663,193
226,1,634,176,662,199
227,1,632,178,660,199
228,1,630,180,658,203
229,1,628,189,656,208
230,1,626,190,654,212
231,1,624,195,652,215
232,1,623,199,651,217
233,1,621,199,649,220
234,1,618,202,646,224
235,1,616,207,644,227
236,1,615,206,643,227
237,1,614,211,642,231
238,1,613,215,641,234
239,1,611,214,639,233
240,1,610,218,638,234
241,1,609,220,637,240
242,1,601,223,634,244
243,1,600,224,632,244
244,1,600,228,629,244
245,1,599,231,628,248
246,1,597,233,625,250
247,1,595,235,624,252
248,1,593,238,622,255
249,1,591,242,620,259
250,1,589,244,618,261
251,1,586,249,615,266
252,1,585,255,614,272
253,1,581,254,611,271
254,1,579,258,609,276
255,1,577,266,607,283
256,1,575,267,604,284
257,1,572,271,601,288
258,1,571,275,600,292
259,1,568,274,596,291
260,1,567,280,596,297
261,1,564,281,593,298
262,1,563,279,593,296
263,1,561,282,591,299
264,1,560,282,590,299
265,1,558,283,585,301
266,1,557,285,584,303
267,1,555,287,581,304
268,1,554,287,580,304
269,1,553,285,579,302
270,1,552,288,579,306
271,1,551,288,576,305
272,1,550,287,576,305
273,1,549,290,575,307
274,1,547,289,574,307
275,1,547,289,574,307
276,1,545,290,572,308
277,1,545,290,571,307
278,1,543,290,570,308
279,1,543,291,570,309
280,1,541,291,567,309
281,1,542,294,568,311
282,1,540,294,566,312
283,1,540,295,564,311
284,1,539,297,563,313
285,1,539,296,564,313
286,1,537,299,560,315
287,1,537,300,560,316
288,1,535,300,558,315
289,1,534,302,557,317
290,1,533,302,557,318
291,1,531,304,556,320
292,1,530,304,558,320
293,1,528,304,556,320
294,1,527,306,556,323
295,1,525,305,555,322
296,1,524,304,555,322
297,1,522,308,553,326
298,1,521,308,551,325
299,1,518,309,548,326
300,1,518,312,547,328
301,1,515,312,544,329
302,1,513,313,542,330
303,1,511,317,540,333
304,1,508,317,538,334
305,1,505,318,535,335
306,1,502,320,533,338
307,1,498,320,529,338
308,1,496,322,528,340
309,1,493,322,524,340
310,1,490,322,522,340
311,1,487,323,519,341
312,1,485,322,517,340
313,1,483,326,515,344
314,1,480,326,513,345
315,1,478,328,511,347
316,1,476,332,509,351
317,1,474,332,507,351
318,1,472,336,505,355
319,1,469,341,501,359
320,1,467,342,499,360
321,1,465,347,496,364
322,1,464,349,496,367
323,1,462,352,494,370
324,1,462,358,493,375
325,1,461,358,492,375
326,1,460,360,489,376
327,1,460,363,489,383
328,1,460,365,488,384
329,1,459,365,487,384
330,1,458,368,485,387
331,1,456,369,484,388
332,1,455,368,482,387
333,1,454,371,481,389
334,1,451,369,479,389
335,1,451,370,478,388
336,1,448,370,476,389
337,1,446,368,474,388
338,1,446,368,474,387
339,1,443,369,472,389
340,1,438,366,470,385
341,1,436,364,465,385
342,1,434,363,463,384
343,1,433,362,460,382
344,1,426,362,459,382
345,1,426,360,459,378
346,1,424,358,454,377
347,1,421,357,451,376
348,1,418,352,448,371
349,1,416,349,446,368
350,1,413,346,443,365
351,1,410,343,440,362
352,1,407,340,437,359
353,1,405,337,435,356
354,1,405,337,435,356
355,1,400,333,430,352
356,1,397,329,428,348
357,1,395,328,426,348
358,1,393,329,424,348
359,1,391,330,421,349
360,1,389,331,419,350
361,1,388,334,418,353
362,1,377,333,413,352
363,1,381,337,410,357
364,1,380,338,409,357
365,1,379,338,407,357
366,1,377,344,406,363
367,1,375,343,404,362
368,1,370,342,400,362
369,1,368,346,398,366
370,1,367,344,397,364
371,1,363,346,395,367
372,1,363,347,394,368
373,1,362,345,392,365
374,1,360,347,391,368
375,1,359,347,390,368
376,1,356,345,387,365
377,1,355,347,387,368
378,1,354,346,385,367
379,1,352,346,384,368
380,1,351,348,383,369
381,1,349,346,381,368
382,1,349,347,381,368
383,1,348,346,380,367
384,1,347,346,378,367
385,1,345,347,378,369
386,1,344,346,377,368
387,1,343,346,376,368
388,1,342,346,375,368
389,1,341,345,375,368
390,1,341,346,374,368
391,1,342,344,373,365
392,1,341,344,372,365
393,1,341,345,371,365
394,1,341,345,371,365
395,1,337,344,372,365
396,1,337,342,372,363
397,1,336,341,372,362
398,1,337,344,371,364
399,1,336,342,369,362
400,1,337,343,370,363
401,1,337,344,369,363
402,1,335,340,371,362
403,1,335,342,370,363
404,1,336,342,371,363
405,1,338,342,370,361
406,1,339,345,370,363
407,1,340,344,370,362
408,1,340,343,370,361
409,1,341,344,371,362
410,1,338,343,370,362
411,1,338,342,372,362
412,1,339,344,372,364
413,1,339,347,371,366
414,1,338,346,370,365
415,1,338,347,369,366
416,1,339,348,369,366
417,1,337,348,368,367
418,1,337,350,366,367
419,1,337,351,366,368
420,1,335,348,367,367
421,1,334,350,367,370
422,1,335,353,364,371
423,1,333,353,364,372
424,1,333,355,365,374
425,1,333,359,361,376
426,1,333,361,361,378
427,1,332,365,360,382
428,1,331,366,359,383
429,1,330,367,360,385
430,1,330,371,358,388
431,1,330,372,358,389
432,1,329,375,358,392
433,1,329,376,357,393
434,1,329,376,357,393
435,1,329,376,357,393
436,1,329,376,357,393
437,1,327,380,354,396
438,1,327,385,355,402
439,1,327,385,355,402
440,1,327,385,359,403
441,1,327,389,358,407
442,1,328,388,359,406
443,1,328,391,358,408
444,1,328,391,358,408
445,1,332,390,361,408
446,1,332,393,361,411
447,1,333,391,362,409
448,1,333,392,362,410
449,1,333,392,362,410
450,1,333,392,362,410
451,1,336,394,363,411
452,1,334,395,365,415
453,1,335,393,367,413
454,1,335,393,367,413
455,1,335,393,366,419
456,1,337,392,367,417
457,2,338,398,368,420,280,11,291,22
458,2,338,398,368,420,280,14,291,25
459,2,338,398,368,420,280,14,291,25
460,2,340,395,369,420,282,18,293,29
461,2,341,399,370,422,283,20,294,31
462,2,341,393,370,422,283,21,294,32
463,2,342,396,371,423,285,24,296,35
464,2,341,401,372,421,286,25,297,36
465,2,343,396,372,418,287,26,299,38
466,2,343,396,372,420,287,26,300,39
467,2,342,394,371,416,288,27,301,40
468,2,341,392,370,414,290,27,303,40
469,2,338,391,367,413,291,26,304,39
470,2,337,384,366,406,293,25,306,38
471,2,335,385,364,408,294,24,307,37
472,2,333,381,362,403,295,23,308,36
473,2,331,375,360,393,297,20,310,33
474,2,330,372,359,393,298,19,311,32
475,2,328,369,357,391,300,17,313,30
476,2,326,366,355,386,301,15,314,28
477,2,324,363,353,384,302,14,315,27
478,2,323,360,352,382,303,11,316,24
479,2,320,358,349,381,303,10,316,23
480,2,320,355,349,377,303,10,316,22
481,2,319,352,348,370,303,9,315,21
482,2,315,350,346,370,303,8,315,20
483,2,315,347,346,367,303,7,315,19
484,2,313,345,343,363,303,7,315,19
485,2,313,345,343,363,303,7,315,19
486,2,313,344,340,360,303,7,315,19
487,2,314,344,341,360,303,7,315,19
488,2,314,343,341,359,303,7,315,19
489,2,313,338,343,357,302,9,314,21
490,2,313,338,343,357,302,9,314,21
491,2,313,338,343,357,302,9,314,21
492,2,313,338,343,357,302,9,314,21
493,2,313,338,343,357,302,17,317,29
494,2,319,340,347,355,302,14,316,31
495,2,320,338,349,356,304,19,316,31
496,2,322,338,351,356,304,22,316,34
497,2,325,339,355,357,305,25,317,37
498,2,329,339,358,357,305,28,317,40
499,2,332,339,361,357,306,29,318,41
500,2,336,339,365,357,306,32,318,44
501,2,340,339,369,357,306,35,318,47
502,2,343,340,372,358,307,38,319,50
503,2,348,340,376,357,308,40,320,52
504,1,352,339,380,357
505,1,355,342,383,360
506,1,358,341,387,360
507,1,364,343,392,361
508,1,367,341,394,359
509,1,370,343,397,360
510,1,373,344,400,361
511,1,376,339,404,357
512,1,378,341,406,359
513,1,378,341,406,359
514,1,384,339,411,356
515,1,386,340,413,357
516,1,388,338,414,355
517,1,390,334,417,351
518,1,392,336,419,353
519,1,394,335,421,353
520,1,396,330,423,347
521,1,398,329,425,347
522,1,399,327,428,346
523,1,401,320,429,339
524,1,405,319,432,337
525,1,406,318,433,336
526,1,409,309,436,327
527,1,413,309,438,326
528,1,413,303,439,320
529,1,419,304,445,318
530,1,420,301,446,315
531,1,423,297,448,310
532,1,424,298,449,312
533,1,426,294,452,308
534,1,427,290,453,304
535,1,429,295,455,309
536,1,430,292,456,306
537,1,433,289,459,303
538,1,435,292,460,306
539,1,437,291,462,305
540,1,439,288,465,302
541,1,442,291,467,304
542,1,443,291,468,304
543,1,445,288,470,302
544,1,447,290,473,304
545,1,450,291,474,304
546,1,452,287,476,300
547,1,454,291,478,304
548,1,457,290,481,303
549,1,458,286,482,299
550,1,462,289,484,301
551,1,463,286,486,298
552,1,466,284,487,296
553,1,466,285,489,297
554,1,469,280,493,293
555,1,471,274,494,287
556,1,473,275,497,288
557,1,475,273,497,285
558,1,476,266,499,278
559,1,477,266,500,278
560,1,476,263,503,280
561,1,476,257,503,274
562,1,479,259,503,274
563,1,478,257,503,272
564,1,481,250,506,265
565,1,481,250,506,265
566,1,482,250,506,265
567,1,482,240,506,258
568,1,481,241,508,262
569,1,481,239,507,259
570,1,481,232,507,252
571,1,479,234,506,255
572,1,483,230,506,248
573,1,483,226,506,244
574,1,483,229,505,246
575,1,483,225,504,242
576,1,480,221,502,238
577,1,481,225,501,241
578,1,478,219,499,236
579,1,479,218,500,234
580,1,475,212,497,229
581,1,475,214,494,229
582,1,474,215,493,230
583,1,472,208,491,223
584,1,470,207,490,222
585,1,469,208,488,223
586,1,468,203,487,218
587,1,464,198,487,216
588,1,461,199,485,217
589,1,460,197,482,214
590,1,458,195,480,212
591,1,457,193,478,210
592,1,454,191,475,208
593,1,453,188,475,205
594,1,451,186,472,202
595,1,448,184,471,202
596,1,445,184,469,203
597,1,445,180,467,197
598,1,443,178,466,196
599,1,440,179,464,196
600,1,439,173,462,194
601,1,436,171,459,189
602,1,426,170,457,190
603,1,426,169,457,189
604,1,421,167,453,185
605,1,419,166,451,186
606,1,415,164,449,184
607,1,418,162,446,184
608,1,414,161,444,183
609,1,414,159,443,181
610,1,412,160,440,179
611,1,410,157,439,177
612,1,409,155,437,174
